unique_id,ds,Chronos,Moirai,TimesFM-2.5
hotel_98,2023-07-02,0.25831547,0.20325801,0.24835443
hotel_98,2023-07-03,0.1816422,0.16545427,0.1974955
hotel_98,2023-07-04,0.16981381,0.16797686,0.18895528
hotel_98,2023-07-05,0.15576364,0.16357878,0.18926345
hotel_98,2023-07-06,0.18392718,0.16619894,0.2072385
hotel_98,2023-07-07,0.30455858,0.32460922,0.2958625
hotel_98,2023-07-08,0.3342702,0.34013188,0.33630556
hotel_98,2023-07-09,0.17340338,0.17673878,0.17242908
hotel_98,2023-07-10,0.12781194,0.11796086,0.1503904
hotel_98,2023-07-11,0.12401245,0.15288714,0.15055165
hotel_98,2023-07-12,0.11281624,0.15714237,0.15664698
hotel_98,2023-07-13,0.13798025,0.1652658,0.18033835
hotel_98,2023-07-14,0.24627581,0.3332109,0.28548443
hotel_98,2023-07-15,0.28553987,0.34431112,0.3290253
hotel_98,2023-07-16,0.13362065,0.17300211,0.17283833
hotel_98,2023-07-17,0.10361159,0.17019816,0.15856421
hotel_98,2023-07-18,0.12745322,0.14624682,0.16378972
hotel_98,2023-07-19,0.13131905,0.14211181,0.17470744
hotel_98,2023-07-20,0.15569115,0.20751959,0.20112559
hotel_98,2023-07-21,0.28922215,0.3615476,0.30846804
hotel_98,2023-07-22,0.35158727,0.3558814,0.36266384
hotel_98,2023-07-23,0.2080064,0.2449119,0.2188206
hotel_98,2023-07-24,0.16213542,0.1716433,0.2110009
hotel_98,2023-07-25,0.16540867,0.18329264,0.21421961
hotel_98,2023-07-26,0.1751768,0.18779577,0.2207728
hotel_98,2023-07-27,0.2287155,0.20790954,0.25255293
hotel_98,2023-07-28,0.37438303,0.38462114,0.35410374
