unique_id,ds,y,otb_28,otb_30,otb_46,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,holiday_name_Christmas Day (observed),holiday_name_Columbus Day,holiday_name_Independence Day,holiday_name_Juneteenth National Independence Day,holiday_name_Juneteenth National Independence Day (observed),holiday_name_Labor Day,holiday_name_Martin Luther King Jr. Day,holiday_name_Memorial Day,holiday_name_New Year's Day,holiday_name_New Year's Day (observed),holiday_name_Thanksgiving Day,holiday_name_Veterans Day,holiday_name_Washington's Birthday,holiday_name_None,hotel_type_Key Central Business District,hotel_type_Other High Leisure Mix,hotel_type_Resorts & Destinations
hotel_7,2022-11-08,0.40553745928338764,0.28175895765472314,0.28175895765472314,0.1970684039087948,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-11-09,0.5211726384364821,0.3338762214983713,0.3257328990228013,0.20358306188925082,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-11-10,0.5390879478827362,0.3257328990228013,0.34527687296416937,0.23778501628664495,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-11-11,0.6742671009771987,0.46742671009771986,0.46742671009771986,0.31107491856677527,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
hotel_7,2022-11-12,0.5667752442996743,0.3778501628664495,0.3762214983713355,0.2947882736156352,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-11-13,0.5521172638436482,0.32247557003257327,0.32247557003257327,0.20846905537459284,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-11-14,0.3713355048859935,0.19218241042345277,0.18729641693811075,0.10097719869706841,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-11-15,0.4543973941368078,0.2785016286644951,0.2768729641693811,0.15309446254071662,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-11-16,0.5276872964169381,0.34527687296416937,0.3469055374592834,0.1775244299674267,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-11-17,0.5293159609120521,0.31921824104234525,0.31921824104234525,0.1986970684039088,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-11-18,0.6416938110749185,0.42996742671009774,0.42671009771986973,0.22149837133550487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
